status,age,familysize,healthy,gender,education,married,selfemployed,region,race
not insured,27,6,Yes,Male,High School Diploma,No,No,West,Black
not insured,24,2,Yes,Female,High School Diploma,Yes,No,NorthEast,White
not insured,44,3,Yes,Female,High School Diploma,No,No,NorthEast,Black
insured,48,1,Yes,Male,No certificate,No,Yes,NorthEast,Black
not insured,36,3,Yes,Male,High School Diploma,No,No,South,White
not insured,44,4,Yes,Female,Bachelor Degree,No,No,NorthEast,White
not insured,20,1,Yes,Male,No certificate,No,Yes,South,White
not insured,26,1,Yes,Male,No certificate,No,No,NorthEast,White
not insured,24,5,Yes,Male,High School Diploma,No,Yes,South,White
not insured,19,5,Yes,Male,No certificate,No,No,South,White
not insured,35,8,Yes,Female,High School Diploma,No,No,South,Black
not insured,39,1,Yes,Female,High School Diploma,No,Yes,West,White
not insured,25,4,Yes,Female,High School Diploma,No,No,NorthEast,Black
not insured,40,5,Yes,Male,Bachelor Degree,Yes,No,South,White
insured,45,1,Yes,Female,No certificate,No,Yes,MidWest,Black
not insured,57,2,No,Female,No certificate,No,No,South,White
not insured,20,2,Yes,Male,No certificate,No,No,South,White
not insured,50,1,Yes,Male,Bachelor Degree,No,No,West,White
not insured,46,1,No,Male,High School Diploma,No,No,South,White
not insured,44,2,Yes,Female,High School Diploma,Yes,Yes,MidWest,White
not insured,20,3,Yes,Male,High School Diploma,Yes,No,MidWest,White
not insured,19,3,Yes,Female,High School Diploma,Yes,No,MidWest,White
not insured,30,4,Yes,Male,High School Diploma,Yes,No,NorthEast,White
not insured,29,4,Yes,Female,Bachelor Degree,Yes,No,NorthEast,White
insured,51,2,Yes,Female,High School Diploma,Yes,Yes,South,White
not insured,53,2,Yes,Male,Other Degree,Yes,No,South,White
insured,48,2,Yes,Male,High School Diploma,No,Yes,NorthEast,Black
not insured,28,5,Yes,Female,High School Diploma,No,No,NorthEast,White
not insured,35,5,Yes,Male,No certificate,Yes,No,West,White
not insured,45,4,Yes,Male,No certificate,Yes,No,NorthEast,White
not insured,31,5,Yes,Male,High School Diploma,No,No,West,White
not insured,19,6,Yes,Female,No certificate,No,No,NorthEast,White
not insured,44,6,Yes,Male,High School Diploma,No,No,NorthEast,White
not insured,33,4,Yes,Female,High School Diploma,Yes,No,South,White
not insured,19,4,Yes,Male,High School Diploma,No,No,South,White
not insured,25,8,Yes,Male,High School Diploma,No,No,MidWest,White
insured,52,2,Yes,Male,No certificate,Yes,Yes,MidWest,White
not insured,57,3,Yes,Male,No certificate,Yes,No,South,White
not insured,20,3,Yes,Female,High School Diploma,No,No,West,White
not insured,28,3,Yes,Female,High School Diploma,Yes,No,South,Black
not insured,43,2,No,Female,High School Diploma,Yes,No,South,White
not insured,25,2,Yes,Female,Bachelor Degree,Yes,No,South,White
not insured,56,3,No,Male,No certificate,Yes,No,South,White
insured,58,3,Yes,Male,Bachelor Degree,Yes,Yes,South,White
